dateP;dateQ;P_mm;Q_ls;year
2024-09-15 07:59:00;2024-09-15 07:59:00;0.0;;2024
2024-09-15 08:04:00;2024-09-15 08:04:00;0.0;2.03703835277194;2024
2024-09-15 08:09:00;2024-09-15 08:09:00;0.0;;2024
2024-09-15 08:14:00;2024-09-15 08:14:00;0.0;;2024
2024-09-15 08:19:00;2024-09-15 08:19:00;0.0;;2024
2024-09-15 08:24:00;2024-09-15 08:24:00;0.0;;2024
2024-09-15 08:29:00;2024-09-15 08:29:00;0.0;;2024
2024-09-15 08:34:00;2024-09-15 08:34:00;0.0;;2024
2024-09-15 08:39:00;2024-09-15 08:39:00;0.0;;2024
2024-09-15 08:44:00;2024-09-15 08:44:00;0.0;;2024
2024-09-15 08:49:00;2024-09-15 08:49:00;0.0;;2024
2024-09-15 08:54:00;2024-09-15 08:54:00;0.0;;2024
2024-09-15 08:59:00;2024-09-15 08:59:00;0.0;;2024
2024-09-15 09:04:00;2024-09-15 09:04:00;0.0;2.03703835277194;2024
2024-09-15 09:09:00;2024-09-15 09:09:00;0.0;;2024
2024-09-15 09:14:00;2024-09-15 09:14:00;0.0;;2024
2024-09-15 09:19:00;2024-09-15 09:19:00;0.0;;2024
2024-09-15 09:24:00;2024-09-15 09:24:00;0.0;;2024
2024-09-15 09:29:00;2024-09-15 09:29:00;0.0;;2024
2024-09-15 09:34:00;2024-09-15 09:34:00;0.0;;2024
2024-09-15 09:39:00;2024-09-15 09:39:00;0.0;;2024
2024-09-15 09:44:00;2024-09-15 09:44:00;0.0;;2024
2024-09-15 09:49:00;2024-09-15 09:49:00;0.0;;2024
2024-09-15 09:54:00;2024-09-15 09:54:00;0.0;;2024
2024-09-15 09:59:00;2024-09-15 09:59:00;0.0;;2024
2024-09-15 10:04:00;2024-09-15 10:04:00;0.0;1.99378806075324;2024
2024-09-15 10:09:00;2024-09-15 10:09:00;0.0;;2024
2024-09-15 10:14:00;2024-09-15 10:14:00;0.0;;2024
2024-09-15 10:19:00;2024-09-15 10:19:00;0.0;;2024
2024-09-15 10:24:00;2024-09-15 10:24:00;0.0;;2024
2024-09-15 10:29:00;2024-09-15 10:29:00;0.0;;2024
2024-09-15 10:34:00;2024-09-15 10:34:00;0.0;;2024
2024-09-15 10:39:00;2024-09-15 10:39:00;0.0;;2024
2024-09-15 10:44:00;2024-09-15 10:44:00;0.0;;2024
2024-09-15 10:49:00;2024-09-15 10:49:00;0.0;;2024
2024-09-15 10:54:00;2024-09-15 10:54:00;0.0;;2024
2024-09-15 10:59:00;2024-09-15 10:59:00;0.0;;2024
2024-09-15 11:04:00;2024-09-15 11:04:00;0.0;2.03703835277194;2024
2024-09-15 11:09:00;2024-09-15 11:09:00;0.0;;2024
2024-09-15 11:14:00;2024-09-15 11:14:00;0.0;;2024
2024-09-15 11:19:00;2024-09-15 11:19:00;0.0;;2024
2024-09-15 11:24:00;2024-09-15 11:24:00;0.0;;2024
2024-09-15 11:29:00;2024-09-15 11:29:00;0.0;;2024
2024-09-15 11:34:00;2024-09-15 11:34:00;0.0;;2024
2024-09-15 11:39:00;2024-09-15 11:39:00;0.0;;2024
2024-09-15 11:44:00;2024-09-15 11:44:00;0.0;;2024
2024-09-15 11:49:00;2024-09-15 11:49:00;0.0;;2024
2024-09-15 11:54:00;2024-09-15 11:54:00;0.0;;2024
2024-09-15 11:59:00;2024-09-15 11:59:00;0.0;2.17143212142525;2024
2024-09-15 12:04:00;2024-09-15 12:04:00;0.0;2.08105862804653;2024
2024-09-15 12:09:00;2024-09-15 12:09:00;0.0;;2024
2024-09-15 12:14:00;2024-09-15 12:14:00;0.0;1.99378806075324;2024
2024-09-15 12:19:00;2024-09-15 12:19:00;0.0;;2024
2024-09-15 12:24:00;2024-09-15 12:24:00;0.0;;2024
2024-09-15 12:29:00;2024-09-15 12:29:00;0.0;;2024
2024-09-15 12:34:00;2024-09-15 12:34:00;0.0;;2024
2024-09-15 12:39:00;2024-09-15 12:39:00;0.0;;2024
2024-09-15 12:44:00;2024-09-15 12:44:00;0.0;;2024
2024-09-15 12:49:00;2024-09-15 12:49:00;0.0;;2024
2024-09-15 12:54:00;2024-09-15 12:54:00;0.0;;2024
2024-09-15 12:59:00;2024-09-15 12:59:00;0.0;;2024
2024-09-15 13:04:00;2024-09-15 13:04:00;0.0;1.99378806075324;2024
2024-09-15 13:09:00;2024-09-15 13:09:00;0.0;;2024
2024-09-15 13:14:00;2024-09-15 13:14:00;0.0;;2024
2024-09-15 13:19:00;2024-09-15 13:19:00;0.0;;2024
2024-09-15 13:24:00;2024-09-15 13:24:00;0.0;;2024
2024-09-15 13:29:00;2024-09-15 13:29:00;0.0;;2024
2024-09-15 13:34:00;2024-09-15 13:34:00;0.0;;2024
2024-09-15 13:39:00;2024-09-15 13:39:00;0.0;;2024
2024-09-15 13:44:00;2024-09-15 13:44:00;0.0;;2024
2024-09-15 13:49:00;2024-09-15 13:49:00;0.0;;2024
2024-09-15 13:54:00;2024-09-15 13:54:00;0.0;;2024
2024-09-15 13:59:00;2024-09-15 13:59:00;0.0;;2024
2024-09-15 14:04:00;2024-09-15 14:04:00;0.0;2.03703835277194;2024
2024-09-15 14:09:00;2024-09-15 14:09:00;0.0;;2024
2024-09-15 14:14:00;2024-09-15 14:14:00;0.0;;2024
2024-09-15 14:19:00;2024-09-15 14:19:00;0.0;;2024
2024-09-15 14:24:00;2024-09-15 14:24:00;0.0;1.951302003725;2024
2024-09-15 14:29:00;2024-09-15 14:29:00;0.0;;2024
2024-09-15 14:34:00;2024-09-15 14:34:00;0.0;;2024
2024-09-15 14:39:00;2024-09-15 14:39:00;0.0;;2024
2024-09-15 14:44:00;2024-09-15 14:44:00;0.0;;2024
2024-09-15 14:49:00;2024-09-15 14:49:00;0.0;;2024
2024-09-15 14:54:00;2024-09-15 14:54:00;0.0;;2024
2024-09-15 14:59:00;2024-09-15 14:59:00;0.0;;2024
2024-09-15 15:04:00;2024-09-15 15:04:00;0.0;1.951302003725;2024
2024-09-15 15:09:00;2024-09-15 15:09:00;0.0;;2024
2024-09-15 15:14:00;2024-09-15 15:14:00;0.0;;2024
2024-09-15 15:19:00;2024-09-15 15:19:00;0.0;;2024
2024-09-15 15:24:00;2024-09-15 15:24:00;0.0;;2024
2024-09-15 15:29:00;2024-09-15 15:29:00;0.0;;2024
2024-09-15 15:34:00;2024-09-15 15:34:00;0.0;2.03703835277194;2024
2024-09-15 15:39:00;2024-09-15 15:39:00;0.0;;2024
2024-09-15 15:44:00;2024-09-15 15:44:00;0.0;;2024
2024-09-15 15:49:00;2024-09-15 15:49:00;0.0;2.12585463484249;2024
2024-09-15 15:54:00;2024-09-15 15:54:00;0.0;;2024
2024-09-15 15:59:00;2024-09-15 15:59:00;0.0;;2024
2024-09-15 16:04:00;2024-09-15 16:04:00;0.0;2.08105862804653;2024
2024-09-15 16:09:00;2024-09-15 16:09:00;0.0;;2024
2024-09-15 16:14:00;2024-09-15 16:14:00;0.0;;2024
2024-09-15 16:19:00;2024-09-15 16:19:00;0.0;;2024
2024-09-15 16:24:00;2024-09-15 16:24:00;0.0;;2024
2024-09-15 16:29:00;2024-09-15 16:29:00;0.0;;2024
2024-09-15 16:34:00;2024-09-15 16:34:00;0.0;;2024
2024-09-15 16:39:00;2024-09-15 16:39:00;0.0;;2024
2024-09-15 16:44:00;2024-09-15 16:44:00;0.0;;2024
2024-09-15 16:49:00;2024-09-15 16:49:00;0.0;;2024
2024-09-15 16:54:00;2024-09-15 16:54:00;0.0;;2024
2024-09-15 16:59:00;2024-09-15 16:59:00;0.0;;2024
2024-09-15 17:04:00;2024-09-15 17:04:00;0.0;2.12585463484249;2024
2024-09-15 17:09:00;2024-09-15 17:09:00;0.0;;2024
2024-09-15 17:14:00;2024-09-15 17:14:00;0.0;;2024
2024-09-15 17:19:00;2024-09-15 17:19:00;0.0;;2024
2024-09-15 17:24:00;2024-09-15 17:24:00;0.0;;2024
2024-09-15 17:29:00;2024-09-15 17:29:00;0.0;;2024
2024-09-15 17:34:00;2024-09-15 17:34:00;0.0;;2024
2024-09-15 17:39:00;2024-09-15 17:39:00;0.0;;2024
2024-09-15 17:44:00;2024-09-15 17:44:00;0.0;;2024
2024-09-15 17:49:00;2024-09-15 17:49:00;0.0;;2024
2024-09-15 17:54:00;2024-09-15 17:54:00;0.0;;2024
2024-09-15 17:59:00;2024-09-15 17:59:00;0.0;;2024
2024-09-15 18:04:00;2024-09-15 18:04:00;0.0;2.17143212142525;2024
2024-09-15 18:09:00;2024-09-15 18:09:00;0.0;;2024
2024-09-15 18:14:00;2024-09-15 18:14:00;0.0;;2024
2024-09-15 18:19:00;2024-09-15 18:19:00;0.0;;2024
2024-09-15 18:24:00;2024-09-15 18:24:00;0.0;;2024
2024-09-15 18:29:00;2024-09-15 18:29:00;0.0;;2024
2024-09-15 18:34:00;2024-09-15 18:34:00;0.0;;2024
2024-09-15 18:39:00;2024-09-15 18:39:00;0.0;;2024
2024-09-15 18:44:00;2024-09-15 18:44:00;0.0;;2024
2024-09-15 18:49:00;2024-09-15 18:49:00;0.0;;2024
2024-09-15 18:54:00;2024-09-15 18:54:00;0.0;;2024
2024-09-15 18:59:00;2024-09-15 18:59:00;0.0;;2024
2024-09-15 19:04:00;2024-09-15 19:04:00;0.0;2.17143212142525;2024
2024-09-15 19:09:00;2024-09-15 19:09:00;0.0;;2024
2024-09-15 19:14:00;2024-09-15 19:14:00;0.0;;2024
2024-09-15 19:19:00;2024-09-15 19:19:00;0.0;;2024
2024-09-15 19:24:00;2024-09-15 19:24:00;0.0;;2024
2024-09-15 19:29:00;2024-09-15 19:29:00;0.0;;2024
2024-09-15 19:34:00;2024-09-15 19:34:00;0.0;;2024
2024-09-15 19:39:00;2024-09-15 19:39:00;0.0;;2024
2024-09-15 19:44:00;2024-09-15 19:44:00;0.0;;2024
2024-09-15 19:49:00;2024-09-15 19:49:00;0.0;1.90957443342176;2024
2024-09-15 19:54:00;2024-09-15 19:54:00;0.0;;2024
2024-09-15 19:59:00;2024-09-15 19:59:00;0.0;;2024
2024-09-15 20:04:00;2024-09-15 20:04:00;0.0;1.90957443342176;2024
2024-09-15 20:09:00;2024-09-15 20:09:00;0.0;;2024
2024-09-15 20:14:00;2024-09-15 20:14:00;0.0;;2024
2024-09-15 20:19:00;2024-09-15 20:19:00;0.0;;2024
2024-09-15 20:24:00;2024-09-15 20:24:00;0.0;;2024
2024-09-15 20:29:00;2024-09-15 20:29:00;0.0;;2024
2024-09-15 20:34:00;2024-09-15 20:34:00;0.0;;2024
2024-09-15 20:39:00;2024-09-15 20:39:00;0.0;;2024
2024-09-15 20:44:00;2024-09-15 20:44:00;0.0;;2024
2024-09-15 20:49:00;2024-09-15 20:49:00;0.0;;2024
2024-09-15 20:54:00;2024-09-15 20:54:00;0.0;;2024
2024-09-15 20:59:00;2024-09-15 20:59:00;0.0;;2024
2024-09-15 21:04:00;2024-09-15 21:04:00;0.0;1.90957443342176;2024
2024-09-15 21:09:00;2024-09-15 21:09:00;0.0;;2024
2024-09-15 21:14:00;2024-09-15 21:14:00;0.0;;2024
2024-09-15 21:19:00;2024-09-15 21:19:00;0.0;;2024
2024-09-15 21:24:00;2024-09-15 21:24:00;0.0;;2024
2024-09-15 21:29:00;2024-09-15 21:29:00;0.0;;2024
2024-09-15 21:34:00;2024-09-15 21:34:00;0.0;;2024
2024-09-15 21:39:00;2024-09-15 21:39:00;0.0;;2024
2024-09-15 21:44:00;2024-09-15 21:44:00;0.0;;2024
2024-09-15 21:49:00;2024-09-15 21:49:00;0.0;;2024
2024-09-15 21:54:00;2024-09-15 21:54:00;0.0;;2024
2024-09-15 21:59:00;2024-09-15 21:59:00;0.0;;2024
2024-09-15 22:04:00;2024-09-15 22:04:00;0.0;1.86859960157806;2024
2024-09-15 22:09:00;2024-09-15 22:09:00;0.0;;2024
2024-09-15 22:14:00;2024-09-15 22:14:00;0.0;;2024
2024-09-15 22:19:00;2024-09-15 22:19:00;0.0;;2024
2024-09-15 22:24:00;2024-09-15 22:24:00;0.0;;2024
2024-09-15 22:29:00;2024-09-15 22:29:00;0.0;;2024
2024-09-15 22:34:00;2024-09-15 22:34:00;0.0;;2024
2024-09-15 22:39:00;2024-09-15 22:39:00;0.0;;2024
2024-09-15 22:44:00;2024-09-15 22:44:00;0.0;;2024
2024-09-15 22:49:00;2024-09-15 22:49:00;0.0;;2024
2024-09-15 22:54:00;2024-09-15 22:54:00;0.0;;2024
2024-09-15 22:59:00;2024-09-15 22:59:00;0.0;;2024
2024-09-15 23:04:00;2024-09-15 23:04:00;0.0;1.86859960157806;2024
2024-09-15 23:09:00;2024-09-15 23:09:00;0.0;;2024
2024-09-15 23:14:00;2024-09-15 23:14:00;0.0;;2024
2024-09-15 23:19:00;2024-09-15 23:19:00;0.0;;2024
2024-09-15 23:24:00;2024-09-15 23:24:00;0.0;;2024
2024-09-15 23:29:00;2024-09-15 23:29:00;0.0;;2024
2024-09-15 23:34:00;2024-09-15 23:34:00;0.0;;2024
2024-09-15 23:39:00;2024-09-15 23:39:00;0.0;;2024
2024-09-15 23:44:00;2024-09-15 23:44:00;0.0;;2024
2024-09-15 23:49:00;2024-09-15 23:49:00;0.0;;2024
2024-09-15 23:54:00;2024-09-15 23:54:00;0.0;;2024
2024-09-15 23:59:00;2024-09-15 23:59:00;0.0;;2024
2024-09-16 00:04:00;2024-09-16 00:04:00;0.0;1.82837175992847;2024
2024-09-16 00:09:00;2024-09-16 00:09:00;0.0;;2024
2024-09-16 00:14:00;2024-09-16 00:14:00;0.0;;2024
2024-09-16 00:19:00;2024-09-16 00:19:00;0.0;;2024
2024-09-16 00:24:00;2024-09-16 00:24:00;0.0;;2024
2024-09-16 00:29:00;2024-09-16 00:29:00;0.0;;2024
2024-09-16 00:34:00;2024-09-16 00:34:00;0.0;;2024
2024-09-16 00:39:00;2024-09-16 00:39:00;0.0;;2024
2024-09-16 00:44:00;2024-09-16 00:44:00;0.0;;2024
2024-09-16 00:49:00;2024-09-16 00:49:00;0.0;;2024
2024-09-16 00:54:00;2024-09-16 00:54:00;0.0;;2024
2024-09-16 00:59:00;2024-09-16 00:59:00;0.0;1.90957443342176;2024
2024-09-16 01:04:00;2024-09-16 01:04:00;0.0;1.90957443342176;2024
2024-09-16 01:09:00;2024-09-16 01:09:00;0.0;1.82837175992847;2024
2024-09-16 01:14:00;2024-09-16 01:14:00;0.0;;2024
2024-09-16 01:19:00;2024-09-16 01:19:00;0.0;;2024
2024-09-16 01:24:00;2024-09-16 01:24:00;0.0;;2024
2024-09-16 01:29:00;2024-09-16 01:29:00;0.0;1.90957443342176;2024
2024-09-16 01:34:00;2024-09-16 01:34:00;0.0;1.82837175992847;2024
2024-09-16 01:39:00;2024-09-16 01:39:00;0.0;;2024
2024-09-16 01:44:00;2024-09-16 01:44:00;0.0;;2024
2024-09-16 01:49:00;2024-09-16 01:49:00;0.0;;2024
2024-09-16 01:54:00;2024-09-16 01:54:00;0.0;;2024
2024-09-16 01:59:00;2024-09-16 01:59:00;0.0;;2024
2024-09-16 02:04:00;2024-09-16 02:04:00;0.0;1.86859960157806;2024
2024-09-16 02:09:00;2024-09-16 02:09:00;0.0;;2024
2024-09-16 02:14:00;2024-09-16 02:14:00;0.0;;2024
2024-09-16 02:19:00;2024-09-16 02:19:00;0.0;;2024
2024-09-16 02:24:00;2024-09-16 02:24:00;0.0;;2024
2024-09-16 02:29:00;2024-09-16 02:29:00;0.0;;2024
2024-09-16 02:34:00;2024-09-16 02:34:00;0.0;;2024
2024-09-16 02:39:00;2024-09-16 02:39:00;0.0;;2024
2024-09-16 02:44:00;2024-09-16 02:44:00;0.0;;2024
2024-09-16 02:49:00;2024-09-16 02:49:00;0.0;;2024
2024-09-16 02:54:00;2024-09-16 02:54:00;0.0;;2024
2024-09-16 02:59:00;2024-09-16 02:59:00;0.0;;2024
2024-09-16 03:04:00;2024-09-16 03:04:00;0.0;1.78888516020751;2024
2024-09-16 03:09:00;2024-09-16 03:09:00;0.0;;2024
2024-09-16 03:14:00;2024-09-16 03:14:00;0.0;;2024
2024-09-16 03:19:00;2024-09-16 03:19:00;0.0;;2024
2024-09-16 03:24:00;2024-09-16 03:24:00;0.0;;2024
2024-09-16 03:29:00;2024-09-16 03:29:00;0.0;;2024
2024-09-16 03:34:00;2024-09-16 03:34:00;0.0;;2024
2024-09-16 03:39:00;2024-09-16 03:39:00;0.0;;2024
2024-09-16 03:44:00;2024-09-16 03:44:00;0.0;;2024
2024-09-16 03:49:00;2024-09-16 03:49:00;0.0;;2024
2024-09-16 03:54:00;2024-09-16 03:54:00;0.0;;2024
2024-09-16 03:59:00;2024-09-16 03:59:00;0.0;1.86859960157806;2024
2024-09-16 04:04:00;2024-09-16 04:04:00;0.0;1.82837175992847;2024
2024-09-16 04:09:00;2024-09-16 04:09:00;0.0;;2024
2024-09-16 04:14:00;2024-09-16 04:14:00;0.0;;2024
2024-09-16 04:19:00;2024-09-16 04:19:00;0.0;1.90957443342176;2024
2024-09-16 04:24:00;2024-09-16 04:24:00;0.0;1.82837175992847;2024
2024-09-16 04:29:00;2024-09-16 04:29:00;0.0;;2024
2024-09-16 04:34:00;2024-09-16 04:34:00;0.0;;2024
2024-09-16 04:39:00;2024-09-16 04:39:00;0.0;;2024
2024-09-16 04:44:00;2024-09-16 04:44:00;0.0;;2024
2024-09-16 04:49:00;2024-09-16 04:49:00;0.0;;2024
2024-09-16 04:54:00;2024-09-16 04:54:00;0.0;;2024
2024-09-16 04:59:00;2024-09-16 04:59:00;0.0;;2024
2024-09-16 05:04:00;2024-09-16 05:04:00;0.0;1.78888516020751;2024
2024-09-16 05:09:00;2024-09-16 05:09:00;0.0;;2024
2024-09-16 05:14:00;2024-09-16 05:14:00;0.0;;2024
2024-09-16 05:19:00;2024-09-16 05:19:00;0.0;;2024
2024-09-16 05:24:00;2024-09-16 05:24:00;0.0;;2024
2024-09-16 05:29:00;2024-09-16 05:29:00;0.0;;2024
2024-09-16 05:34:00;2024-09-16 05:34:00;0.0;;2024
2024-09-16 05:39:00;2024-09-16 05:39:00;0.0;;2024
2024-09-16 05:44:00;2024-09-16 05:44:00;0.0;;2024
2024-09-16 05:49:00;2024-09-16 05:49:00;0.0;;2024
2024-09-16 05:54:00;2024-09-16 05:54:00;0.0;;2024
2024-09-16 05:59:00;2024-09-16 05:59:00;0.0;;2024
2024-09-16 06:04:00;2024-09-16 06:04:00;0.0;1.78888516020751;2024
2024-09-16 06:09:00;2024-09-16 06:09:00;0.0;;2024
2024-09-16 06:14:00;2024-09-16 06:14:00;0.0;;2024
2024-09-16 06:19:00;2024-09-16 06:19:00;0.0;;2024
2024-09-16 06:24:00;2024-09-16 06:24:00;0.0;;2024
2024-09-16 06:29:00;2024-09-16 06:29:00;0.0;;2024
2024-09-16 06:34:00;2024-09-16 06:34:00;0.0;1.86859960157806;2024
2024-09-16 06:39:00;2024-09-16 06:39:00;0.0;;2024
2024-09-16 06:44:00;2024-09-16 06:44:00;0.0;;2024
2024-09-16 06:49:00;2024-09-16 06:49:00;0.0;;2024
2024-09-16 06:54:00;2024-09-16 06:54:00;0.0;;2024
2024-09-16 06:59:00;2024-09-16 06:59:00;0.0;;2024
2024-09-16 07:04:00;2024-09-16 07:04:00;0.0;1.82837175992847;2024
2024-09-16 07:09:00;2024-09-16 07:09:00;0.0;;2024
2024-09-16 07:14:00;2024-09-16 07:14:00;0.0;;2024
2024-09-16 07:19:00;2024-09-16 07:19:00;0.0;;2024
2024-09-16 07:24:00;2024-09-16 07:24:00;0.0;;2024
2024-09-16 07:29:00;2024-09-16 07:29:00;0.0;;2024
2024-09-16 07:34:00;2024-09-16 07:34:00;0.0;;2024
2024-09-16 07:39:00;2024-09-16 07:39:00;0.0;;2024
2024-09-16 07:44:00;2024-09-16 07:44:00;0.0;;2024
2024-09-16 07:49:00;2024-09-16 07:49:00;0.0;;2024
2024-09-16 07:54:00;2024-09-16 07:54:00;0.0;;2024
2024-09-16 07:59:00;2024-09-16 07:59:00;0.0;;2024
2024-09-16 08:04:00;2024-09-16 08:04:00;0.0;1.78888516020751;2024
2024-09-16 08:09:00;2024-09-16 08:09:00;0.0;;2024
2024-09-16 08:14:00;2024-09-16 08:14:00;0.0;;2024
2024-09-16 08:19:00;2024-09-16 08:19:00;0.0;;2024
2024-09-16 08:24:00;2024-09-16 08:24:00;0.0;;2024
2024-09-16 08:29:00;2024-09-16 08:29:00;0.0;;2024
2024-09-16 08:34:00;2024-09-16 08:34:00;0.0;;2024
2024-09-16 08:39:00;2024-09-16 08:39:00;0.0;;2024
2024-09-16 08:44:00;2024-09-16 08:44:00;0.0;;2024
2024-09-16 08:49:00;2024-09-16 08:49:00;0.0;;2024
2024-09-16 08:54:00;2024-09-16 08:54:00;0.0;;2024
2024-09-16 08:59:00;2024-09-16 08:59:00;0.0;;2024
2024-09-16 09:04:00;2024-09-16 09:04:00;0.0;1.82837175992847;2024
2024-09-16 09:09:00;2024-09-16 09:09:00;0.0;;2024
2024-09-16 09:14:00;2024-09-16 09:14:00;0.0;;2024
2024-09-16 09:19:00;2024-09-16 09:19:00;0.0;;2024
2024-09-16 09:24:00;2024-09-16 09:24:00;0.0;;2024
2024-09-16 09:29:00;2024-09-16 09:29:00;0.0;;2024
2024-09-16 09:34:00;2024-09-16 09:34:00;0.0;;2024
2024-09-16 09:39:00;2024-09-16 09:39:00;0.0;;2024
2024-09-16 09:44:00;2024-09-16 09:44:00;0.0;;2024
2024-09-16 09:49:00;2024-09-16 09:49:00;0.0;;2024
2024-09-16 09:54:00;2024-09-16 09:54:00;0.0;;2024
2024-09-16 09:59:00;2024-09-16 09:59:00;0.0;;2024
2024-09-16 10:04:00;2024-09-16 10:04:00;0.0;1.78888516020751;2024
2024-09-16 10:09:00;2024-09-16 10:09:00;0.0;;2024
2024-09-16 10:14:00;2024-09-16 10:14:00;0.0;;2024
2024-09-16 10:19:00;2024-09-16 10:19:00;0.0;1.90957443342176;2024
2024-09-16 10:24:00;2024-09-16 10:24:00;0.0;1.82837175992847;2024
2024-09-16 10:29:00;2024-09-16 10:29:00;0.0;;2024
2024-09-16 10:34:00;2024-09-16 10:34:00;0.0;;2024
2024-09-16 10:39:00;2024-09-16 10:39:00;0.0;;2024
2024-09-16 10:44:00;2024-09-16 10:44:00;0.0;;2024
2024-09-16 10:49:00;2024-09-16 10:49:00;0.0;;2024
2024-09-16 10:54:00;2024-09-16 10:54:00;0.0;1.90957443342176;2024
2024-09-16 10:59:00;2024-09-16 10:59:00;0.0;1.82837175992847;2024
2024-09-16 11:04:00;2024-09-16 11:04:00;0.0;1.82837175992847;2024
2024-09-16 11:09:00;2024-09-16 11:09:00;0.0;;2024
2024-09-16 11:14:00;2024-09-16 11:14:00;0.0;;2024
2024-09-16 11:19:00;2024-09-16 11:19:00;0.0;;2024
2024-09-16 11:24:00;2024-09-16 11:24:00;0.0;;2024
2024-09-16 11:29:00;2024-09-16 11:29:00;0.0;;2024
2024-09-16 11:34:00;2024-09-16 11:34:00;0.0;;2024
2024-09-16 11:39:00;2024-09-16 11:39:00;0.0;;2024
2024-09-16 11:44:00;2024-09-16 11:44:00;0.0;;2024
2024-09-16 11:49:00;2024-09-16 11:49:00;0.0;;2024
2024-09-16 11:54:00;2024-09-16 11:54:00;0.0;;2024
2024-09-16 11:59:00;2024-09-16 11:59:00;0.0;;2024
2024-09-16 12:04:00;2024-09-16 12:04:00;0.0;1.82837175992847;2024
2024-09-16 12:09:00;2024-09-16 12:09:00;0.0;;2024
2024-09-16 12:14:00;2024-09-16 12:14:00;0.0;;2024
2024-09-16 12:19:00;2024-09-16 12:19:00;0.0;;2024
2024-09-16 12:24:00;2024-09-16 12:24:00;0.0;;2024
2024-09-16 12:29:00;2024-09-16 12:29:00;0.0;;2024
2024-09-16 12:34:00;2024-09-16 12:34:00;0.0;;2024
2024-09-16 12:39:00;2024-09-16 12:39:00;0.0;;2024
2024-09-16 12:44:00;2024-09-16 12:44:00;0.0;;2024
2024-09-16 12:49:00;2024-09-16 12:49:00;0.0;;2024
2024-09-16 12:54:00;2024-09-16 12:54:00;0.0;;2024
2024-09-16 12:59:00;2024-09-16 12:59:00;0.0;;2024
2024-09-16 13:04:00;2024-09-16 13:04:00;0.0;1.86859960157806;2024
2024-09-16 13:09:00;2024-09-16 13:09:00;0.0;;2024
2024-09-16 13:14:00;2024-09-16 13:14:00;0.0;;2024
2024-09-16 13:19:00;2024-09-16 13:19:00;0.0;;2024
2024-09-16 13:24:00;2024-09-16 13:24:00;0.0;;2024
2024-09-16 13:29:00;2024-09-16 13:29:00;0.0;;2024
2024-09-16 13:34:00;2024-09-16 13:34:00;0.0;;2024
2024-09-16 13:39:00;2024-09-16 13:39:00;0.0;;2024
2024-09-16 13:44:00;2024-09-16 13:44:00;0.0;;2024
2024-09-16 13:49:00;2024-09-16 13:49:00;0.0;;2024
2024-09-16 13:54:00;2024-09-16 13:54:00;0.0;;2024
2024-09-16 13:59:00;2024-09-16 13:59:00;0.0;;2024
2024-09-16 14:04:00;2024-09-16 14:04:00;0.0;1.82837175992847;2024
2024-09-16 14:09:00;2024-09-16 14:09:00;0.0;;2024
2024-09-16 14:14:00;2024-09-16 14:14:00;0.0;1.90957443342176;2024
2024-09-16 14:19:00;2024-09-16 14:19:00;0.0;;2024
2024-09-16 14:24:00;2024-09-16 14:24:00;0.0;;2024
2024-09-16 14:29:00;2024-09-16 14:29:00;0.0;;2024
2024-09-16 14:34:00;2024-09-16 14:34:00;0.0;;2024
2024-09-16 14:39:00;2024-09-16 14:39:00;0.0;1.82837175992847;2024
2024-09-16 14:44:00;2024-09-16 14:44:00;0.0;;2024
2024-09-16 14:49:00;2024-09-16 14:49:00;0.0;1.90957443342176;2024
2024-09-16 14:54:00;2024-09-16 14:54:00;0.0;;2024
2024-09-16 14:59:00;2024-09-16 14:59:00;0.0;;2024
2024-09-16 15:04:00;2024-09-16 15:04:00;0.0;1.86859960157806;2024
2024-09-16 15:09:00;2024-09-16 15:09:00;0.0;;2024
2024-09-16 15:14:00;2024-09-16 15:14:00;0.0;;2024
2024-09-16 15:19:00;2024-09-16 15:19:00;0.0;;2024
2024-09-16 15:24:00;2024-09-16 15:24:00;0.0;;2024
2024-09-16 15:29:00;2024-09-16 15:29:00;0.0;;2024
2024-09-16 15:34:00;2024-09-16 15:34:00;0.0;;2024
2024-09-16 15:39:00;2024-09-16 15:39:00;0.0;1.951302003725;2024
2024-09-16 15:44:00;2024-09-16 15:44:00;0.0;1.86859960157806;2024
2024-09-16 15:49:00;2024-09-16 15:49:00;0.0;;2024
2024-09-16 15:54:00;2024-09-16 15:54:00;0.0;;2024
2024-09-16 15:59:00;2024-09-16 15:59:00;0.0;;2024
2024-09-16 16:04:00;2024-09-16 16:04:00;0.0;1.90957443342176;2024
2024-09-16 16:09:00;2024-09-16 16:09:00;0.0;;2024
2024-09-16 16:14:00;2024-09-16 16:14:00;0.0;;2024
2024-09-16 16:19:00;2024-09-16 16:19:00;0.0;;2024
2024-09-16 16:24:00;2024-09-16 16:24:00;0.0;;2024
2024-09-16 16:29:00;2024-09-16 16:29:00;0.0;1.99378806075324;2024
2024-09-16 16:34:00;2024-09-16 16:34:00;0.0;;2024
2024-09-16 16:39:00;2024-09-16 16:39:00;0.0;1.90957443342176;2024
2024-09-16 16:44:00;2024-09-16 16:44:00;0.0;;2024
2024-09-16 16:49:00;2024-09-16 16:49:00;0.0;;2024
2024-09-16 16:54:00;2024-09-16 16:54:00;0.0;;2024
2024-09-16 16:59:00;2024-09-16 16:59:00;0.0;;2024
2024-09-16 17:04:00;2024-09-16 17:04:00;0.0;1.99378806075324;2024
2024-09-16 17:09:00;2024-09-16 17:09:00;0.0;;2024
